ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
ABW,Aruba,total,Sanitation,2016,98.60358,103409.51325,At least basic
ABW,Aruba,total,Drinking water,2016,97.86902,102639.15958,At least basic
ABW,Aruba,total,Hygiene,2016,99.3,104139.882,Basic service
ABW,Aruba,total,Sanitation,2016,0,0,Limited service
ABW,Aruba,total,Drinking water,2016,0,0,Limited service
ABW,Aruba,total,Sanitation,2016,0.95731,1003.97027,Open defecation
ABW,Aruba,total,Drinking water,2016,0.17104,179.37692,Surface water
ABW,Aruba,total,Sanitation,2016,0.43911,460.51648,Unimproved
ABW,Aruba,total,Drinking water,2016,1.95994,2055.4635,Unimproved
ABW,Aruba,total,Sanitation,2017,98.64298,104008.17111,At least basic
ABW,Aruba,total,Hygiene,2017,99.3,104700.927,Basic service
ABW,Aruba,total,Sanitation,2017,0,0,Limited service
ABW,Aruba,total,Sanitation,2017,0.94072,991.88678,Open defecation
ABW,Aruba,total,Sanitation,2017,0.4163,438.94211,Unimproved
ABW,Aruba,total,Sanitation,2018,98.68238,104565.82764,At least basic
ABW,Aruba,total,Hygiene,2018,99.3,105220.266,Basic service
ABW,Aruba,total,Sanitation,2018,0,0,Limited service
ABW,Aruba,total,Sanitation,2018,0.92413,979.22769,Open defecation
ABW,Aruba,total,Sanitation,2018,0.39349,416.94467,Unimproved
ABW,Aruba,total,Sanitation,2019,98.72179,105081.44597,At least basic
ABW,Aruba,total,Hygiene,2019,99.3,105696.906,Basic service
ABW,Aruba,total,Sanitation,2019,0,0,Limited service
ABW,Aruba,total,Sanitation,2019,0.90754,966.00483,Open defecation
ABW,Aruba,total,Sanitation,2019,0.37067,394.5492,Unimproved
ABW,Aruba,total,Sanitation,2020,98.76119,105264.61736,At least basic
ABW,Aruba,total,Hygiene,2020,99.3,105838.905,Basic service
ABW,Aruba,total,Sanitation,2020,0,0,Limited service
ABW,Aruba,total,Sanitation,2020,0.89095,949.6202,Open defecation
ABW,Aruba,total,Sanitation,2020,0.34786,370.76244,Unimproved
ABW,Aruba,total,Sanitation,2021,98.8006,105259.19231,At least basic
ABW,Aruba,total,Hygiene,2021,99.3,105791.241,Basic service
ABW,Aruba,total,Sanitation,2021,0,0,Limited service
ABW,Aruba,total,Sanitation,2021,0.87436,931.51809,Open defecation
ABW,Aruba,total,Sanitation,2021,0.32504,346.2896,Unimproved
ABW,Aruba,total,Sanitation,2022,98.84,105210.23983,At least basic
ABW,Aruba,total,Hygiene,2022,99.3,105699.885,Basic service
ABW,Aruba,total,Sanitation,2022,0,0,Limited service
ABW,Aruba,total,Sanitation,2022,0.85777,913.05449,Open defecation
ABW,Aruba,total,Sanitation,2022,0.30223,321.70569,Unimproved
AFG,Afghanistan,total,Sanitation,2016,45.7336,15840385.11113,At least basic
AFG,Afghanistan,rural,Sanitation,2016,41.42178,10757331.64065,At least basic
AFG,Afghanistan,urban,Sanitation,2016,58.65527,5083052.9682,At least basic
AFG,Afghanistan,total,Hygiene,2016,43.01323,14898150.15388,Basic service
AFG,Afghanistan,rural,Hygiene,2016,36.45788,9468195.3206,Basic service
AFG,Afghanistan,urban,Hygiene,2016,62.65829,5429954.33689,Basic service
AFG,Afghanistan,total,Drinking water,2016,40.40994,13996471.37685,Basic service
AFG,Afghanistan,rural,Drinking water,2016,35.81656,9301641.99195,Basic service
AFG,Afghanistan,urban,Drinking water,2016,54.1754,4694828.43754,Basic service
AFG,Afghanistan,total,Hygiene,2016,36.37244,12598034.42458,Limited service
AFG,Afghanistan,rural,Hygiene,2016,39.52682,10265204.86799,Limited service
AFG,Afghanistan,urban,Hygiene,2016,26.9194,2332829.22029,Limited service
AFG,Afghanistan,total,Sanitation,2016,10.21043,3536505.6115,Limited service
AFG,Afghanistan,rural,Sanitation,2016,6.70302,1740790.32543,Limited service
AFG,Afghanistan,urban,Sanitation,2016,20.72143,1795715.14951,Limited service
AFG,Afghanistan,total,Drinking water,2016,3.53822,1225504.0715,Limited service
AFG,Afghanistan,rural,Drinking water,2016,3.78599,983230.54151,Limited service
AFG,Afghanistan,urban,Drinking water,2016,2.79569,242273.49671,Limited service
AFG,Afghanistan,total,Hygiene,2016,20.61433,7140022.11151,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2016,24.0153,6236827.86451,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2016,10.42231,903195.43306,No handwashing facility
AFG,Afghanistan,total,Sanitation,2016,13.31296,4611105.48617,Open defecation
AFG,Afghanistan,rural,Sanitation,2016,17.60745,4572693.72752,Open defecation
AFG,Afghanistan,urban,Sanitation,2016,0.44325,38411.66568,Open defecation
AFG,Afghanistan,total,Drinking water,2016,11.42053,3955638.75937,Surface water
AFG,Afghanistan,rural,Drinking water,2016,14.591,3789315.91466,Surface water
AFG,Afghanistan,urban,Drinking water,2016,1.91926,166322.76003,Surface water
AFG,Afghanistan,total,Drinking water,2016,24.76222,8576693.83797,Safely managed service
AFG,Afghanistan,rural,Drinking water,2016,22.15354,5753325.00419,Safely managed service
AFG,Afghanistan,urban,Drinking water,2016,32.57991,2823368.55919,Safely managed service
AFG,Afghanistan,total,Sanitation,2016,30.743,10648210.7912,Unimproved
AFG,Afghanistan,rural,Sanitation,2016,34.26775,8899412.30639,Unimproved
AFG,Afghanistan,urban,Sanitation,2016,20.18005,1748799.21661,Unimproved
AFG,Afghanistan,total,Drinking water,2016,19.86909,6881899.14239,Unimproved
AFG,Afghanistan,rural,Drinking water,2016,23.65291,6142714.16014,Unimproved
AFG,Afghanistan,urban,Drinking water,2016,8.52974,739185.82612,Unimproved
AFG,Afghanistan,total,Sanitation,2017,47.47762,16922645.05536,At least basic
AFG,Afghanistan,rural,Sanitation,2017,42.9713,11449039.99975,At least basic
AFG,Afghanistan,urban,Sanitation,2017,60.81809,5473605.51828,At least basic
AFG,Afghanistan,total,Hygiene,2017,43.89838,15646883.04457,Basic service
AFG,Afghanistan,rural,Hygiene,2017,37.79435,10069719.88599,Basic service
AFG,Afghanistan,urban,Hygiene,2017,61.96874,5577163.57478,Basic service
AFG,Afghanistan,total,Drinking water,2017,42.33746,15090516.32336,Basic service
AFG,Afghanistan,rural,Drinking water,2017,37.80674,10073023.10191,Basic service
AFG,Afghanistan,urban,Drinking water,2017,55.75016,5017493.44868,Basic service
AFG,Afghanistan,total,Hygiene,2017,38.00828,13547448.61329,Limited service
AFG,Afghanistan,rural,Hygiene,2017,41.18495,10973095.1691,Limited service
AFG,Afghanistan,urban,Hygiene,2017,28.60405,2574353.85516,Limited service
AFG,Afghanistan,total,Sanitation,2017,10.45737,3727365.44631,Limited service
AFG,Afghanistan,rural,Sanitation,2017,6.95171,1852176.46645,Limited service
AFG,Afghanistan,urban,Sanitation,2017,20.83552,1875189.06674,Limited service
AFG,Afghanistan,total,Drinking water,2017,3.22568,1149744.05042,Limited service
AFG,Afghanistan,rural,Drinking water,2017,3.45784,921289.08849,Limited service
AFG,Afghanistan,urban,Drinking water,2017,2.5384,228454.99659,Limited service
AFG,Afghanistan,total,Hygiene,2017,18.09334,6449086.13755,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2017,21.0207,5600641.07654,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2017,9.42721,848445.57046,No handwashing facility
AFG,Afghanistan,total,Sanitation,2017,12.48017,4448360.54611,Open defecation
AFG,Afghanistan,rural,Sanitation,2017,16.681,4444393.79637,Open defecation
AFG,Afghanistan,urban,Sanitation,2017,0.04408,3966.90356,Open defecation
AFG,Afghanistan,total,Drinking water,2017,10.50165,3743147.81477,Surface water
AFG,Afghanistan,rural,Drinking water,2017,13.56179,3613328.88514,Surface water
AFG,Afghanistan,urban,Drinking water,2017,1.44244,129819.05623,Surface water
AFG,Afghanistan,total,Drinking water,2017,25.67142,9150170.55252,Safely managed service
AFG,Afghanistan,rural,Drinking water,2017,23.08328,6150182.80341,Safely managed service
AFG,Afghanistan,urban,Drinking water,2017,33.33334,2999987.99837,Safely managed service
AFG,Afghanistan,total,Sanitation,2017,29.58484,10545046.95222,Unimproved
AFG,Afghanistan,rural,Sanitation,2017,33.39599,8897845.73743,Unimproved
AFG,Afghanistan,urban,Sanitation,2017,18.30231,1647201.51143,Unimproved
AFG,Afghanistan,total,Drinking water,2017,18.26379,6509839.75844,Unimproved
AFG,Afghanistan,rural,Drinking water,2017,22.09035,5885632.58251,Unimproved
AFG,Afghanistan,urban,Drinking water,2017,6.93567,624207.35592,Unimproved
AFG,Afghanistan,total,Sanitation,2018,49.23414,18062424.2186,At least basic
AFG,Afghanistan,rural,Sanitation,2018,44.52095,12169128.12173,At least basic
AFG,Afghanistan,urban,Sanitation,2018,63.0077,5893296.02088,At least basic
AFG,Afghanistan,total,Hygiene,2018,44.77754,16427438.06153,Basic service
AFG,Afghanistan,rural,Hygiene,2018,39.13081,10695814.87658,Basic service
AFG,Afghanistan,urban,Hygiene,2018,61.27919,5731623.12277,Basic service
AFG,Afghanistan,total,Drinking water,2018,44.29863,16251741.21579,Basic service
AFG,Afghanistan,rural,Drinking water,2018,39.83615,10888610.62957,Basic service
AFG,Afghanistan,urban,Drinking water,2018,57.33947,5363130.12889,Basic service
AFG,Afghanistan,total,Hygiene,2018,39.64235,14543502.68137,Limited service
AFG,Afghanistan,rural,Hygiene,2018,42.84309,11710510.89252,Limited service
AFG,Afghanistan,urban,Hygiene,2018,30.2887,2832991.69202,Limited service
AFG,Afghanistan,total,Sanitation,2018,10.69884,3925059.0992,Limited service
AFG,Afghanistan,rural,Sanitation,2018,7.20027,1968086.16196,Limited service
AFG,Afghanistan,urban,Sanitation,2018,20.92282,1956972.93333,Limited service
AFG,Afghanistan,total,Drinking water,2018,2.88041,1056729.41758,Limited service
AFG,Afghanistan,rural,Drinking water,2018,3.09046,844731.36355,Limited service
AFG,Afghanistan,urban,Drinking water,2018,2.26656,211998.04712,Limited service
AFG,Afghanistan,total,Hygiene,2018,15.58012,5715843.25378,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2018,18.0261,4927162.44509,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2018,8.43211,788680.19658,No handwashing facility
AFG,Afghanistan,total,Sanitation,2018,11.73792,4306267.06765,Open defecation
AFG,Afghanistan,rural,Sanitation,2018,15.75455,4306267.02334,Open defecation
AFG,Afghanistan,urban,Sanitation,2018,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2018,9.58358,3515907.14085,Surface water
AFG,Afghanistan,rural,Drinking water,2018,12.53258,3425589.93883,Surface water
AFG,Afghanistan,urban,Drinking water,2018,0.96562,90317.16753,Surface water
AFG,Afghanistan,total,Drinking water,2018,26.58131,9751829.44883,Safely managed service
AFG,Afghanistan,rural,Drinking water,2018,24.01301,6563594.24364,Safely managed service
AFG,Afghanistan,urban,Drinking water,2018,34.08676,3188235.16428,Safely managed service
AFG,Afghanistan,total,Sanitation,2018,28.32909,10393033.61456,Unimproved
AFG,Afghanistan,rural,Sanitation,2018,32.52423,8890006.69297,Unimproved
AFG,Afghanistan,urban,Sanitation,2018,16.06948,1503026.04579,Unimproved
AFG,Afghanistan,total,Drinking water,2018,16.65607,6110576.62674,Unimproved
AFG,Afghanistan,rural,Drinking water,2018,20.52779,5610961.33267,Unimproved
AFG,Afghanistan,urban,Drinking water,2018,5.34159,499614.44363,Unimproved
AFG,Afghanistan,total,Sanitation,2019,51.00348,19263759.28143,At least basic
AFG,Afghanistan,rural,Sanitation,2019,46.07072,12919309.56444,At least basic
AFG,Afghanistan,urban,Sanitation,2019,65.2241,6344449.64751,At least basic
AFG,Afghanistan,total,Hygiene,2019,45.64958,17241619.02969,Basic service
AFG,Afghanistan,rural,Hygiene,2019,40.46727,11347970.65956,Basic service
AFG,Afghanistan,urban,Hygiene,2019,60.58963,5893648.30085,Basic service
AFG,Afghanistan,total,Drinking water,2019,46.29291,17484599.31643,Basic service
AFG,Afghanistan,rural,Drinking water,2019,41.9048,11751088.51653,Basic service
AFG,Afghanistan,urban,Drinking water,2019,58.94334,5733511.0338,Basic service
AFG,Afghanistan,total,Hygiene,2019,41.2748,15589284.13825,Limited service
AFG,Afghanistan,rural,Hygiene,2019,44.50123,12479185.97244,Limited service
AFG,Afghanistan,urban,Hygiene,2019,31.97336,3110098.17627,Limited service
AFG,Afghanistan,total,Sanitation,2019,10.93441,4129873.72306,Limited service
AFG,Afghanistan,rural,Sanitation,2019,7.44871,2088792.38902,Limited service
AFG,Afghanistan,urban,Sanitation,2019,20.98333,2041081.29671,Limited service
AFG,Afghanistan,total,Drinking water,2019,2.50262,945228.13912,Limited service
AFG,Afghanistan,rural,Drinking water,2019,2.68385,752614.15611,Limited service
AFG,Afghanistan,urban,Drinking water,2019,1.98017,192613.98351,Limited service
AFG,Afghanistan,total,Hygiene,2019,13.07562,4938595.69072,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2019,15.0315,4215185.40152,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2019,7.43701,723409.49971,No handwashing facility
AFG,Afghanistan,total,Sanitation,2019,11.00927,4158145.56753,Open defecation
AFG,Afghanistan,rural,Sanitation,2019,14.8281,4158145.59765,Open defecation
AFG,Afghanistan,urban,Sanitation,2019,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2019,8.66667,3273358.44548,Surface water
AFG,Afghanistan,rural,Drinking water,2019,11.50336,3225812.36708,Surface water
AFG,Afghanistan,urban,Drinking water,2019,0.4888,47546.10054,Surface water
AFG,Afghanistan,total,Drinking water,2019,27.49173,10383490.24083,Safely managed service
AFG,Afghanistan,rural,Drinking water,2019,24.94275,6994531.36841,Safely managed service
AFG,Afghanistan,urban,Drinking water,2019,34.84018,3388958.83599,Safely managed service
AFG,Afghanistan,total,Sanitation,2019,27.05284,10217720.42798,Unimproved
AFG,Afghanistan,rural,Sanitation,2019,31.65247,8876094.44888,Unimproved
AFG,Afghanistan,urban,Sanitation,2019,13.79257,1341625.05578,Unimproved
AFG,Afghanistan,total,Drinking water,2019,15.04606,5682822.4166,Unimproved
AFG,Afghanistan,rural,Drinking water,2019,18.96523,5318295.41204,Unimproved
AFG,Afghanistan,urban,Drinking water,2019,3.74751,364526.08059,Unimproved
AFG,Afghanistan,total,Sanitation,2020,52.649,20518489.73709,At least basic
AFG,Afghanistan,rural,Sanitation,2020,47.61866,13728135.02203,At least basic
AFG,Afghanistan,urban,Sanitation,2020,66.94679,6790354.47071,At least basic
AFG,Afghanistan,total,Hygiene,2020,46.51349,18127344.39854,Basic service
AFG,Afghanistan,rural,Hygiene,2020,41.80373,12051731.49648,Basic service
AFG,Afghanistan,urban,Hygiene,2020,59.90008,6075612.68631,Basic service
AFG,Afghanistan,total,Drinking water,2020,48.31975,18831284.78335,Basic service
AFG,Afghanistan,rural,Drinking water,2020,44.01269,12688557.69251,Basic service
AFG,Afghanistan,urban,Drinking water,2020,60.56177,6142726.79109,Basic service
AFG,Afghanistan,total,Hygiene,2020,42.90576,16721331.60144,Limited service
AFG,Afghanistan,rural,Hygiene,2020,46.15936,13307429.19336,Limited service
AFG,Afghanistan,urban,Hygiene,2020,33.65801,3413902.20538,Limited service
AFG,Afghanistan,total,Sanitation,2020,11.3006,4404097.16903,Limited service
AFG,Afghanistan,rural,Sanitation,2020,7.69898,2219563.19,Limited service
AFG,Afghanistan,urban,Sanitation,2020,21.53754,2184533.9278,Limited service
AFG,Afghanistan,total,Drinking water,2020,2.09257,815522.67295,Limited service
AFG,Afghanistan,rural,Drinking water,2020,2.238,645200.68247,Limited service
AFG,Afghanistan,urban,Drinking water,2020,1.67922,170321.9806,Limited service
AFG,Afghanistan,total,Hygiene,2020,10.58075,4123554.03543,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2020,12.0369,3470157.4281,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2020,6.44191,653397.09603,No handwashing facility
AFG,Afghanistan,total,Sanitation,2020,10.2836,4007750.11702,Open defecation
AFG,Afghanistan,rural,Sanitation,2020,13.90165,4007750.06706,Open defecation
AFG,Afghanistan,urban,Sanitation,2020,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2020,7.75127,3020840.97814,Surface water
AFG,Afghanistan,rural,Drinking water,2020,10.47415,3019626.18619,Surface water
AFG,Afghanistan,urban,Drinking water,2020,0.01198,1214.7543,Surface water
AFG,Afghanistan,total,Drinking water,2020,28.40251,11069089.63268,Safely managed service
AFG,Afghanistan,rural,Drinking water,2020,25.87249,7458861.54757,Safely managed service
AFG,Afghanistan,urban,Drinking water,2020,35.5936,3610227.9532,Safely managed service
AFG,Afghanistan,total,Sanitation,2020,25.76679,10041892.97685,Unimproved
AFG,Afghanistan,rural,Sanitation,2020,30.78071,8873869.7209,Unimproved
AFG,Afghanistan,urban,Sanitation,2020,11.51566,1168023.60148,Unimproved
AFG,Afghanistan,total,Drinking water,2020,13.43391,5235492.51224,Unimproved
AFG,Afghanistan,rural,Drinking water,2020,17.40267,5017072.29217,Unimproved
AFG,Afghanistan,urban,Drinking water,2020,2.15343,218420.62393,Unimproved
AFG,Afghanistan,total,Sanitation,2021,54.29859,21773442.35823,At least basic
AFG,Afghanistan,rural,Sanitation,2021,49.1666,14527594.0255,At least basic
AFG,Afghanistan,urban,Sanitation,2021,68.66949,7245848.28509,At least basic
AFG,Afghanistan,total,Hygiene,2021,47.36894,18994691.95878,Basic service
AFG,Afghanistan,rural,Hygiene,2021,43.1402,12746931.71619,Basic service
AFG,Afghanistan,urban,Hygiene,2021,59.21053,6247760.20559,Basic service
AFG,Afghanistan,total,Drinking water,2021,50.37923,20201801.91962,Basic service
AFG,Afghanistan,rural,Drinking water,2021,46.1598,13639155.04686,Basic service
AFG,Afghanistan,urban,Drinking water,2021,62.19474,6562647.59448,Basic service
AFG,Afghanistan,total,Hygiene,2021,44.53487,17858242.95927,Limited service
AFG,Afghanistan,rural,Hygiene,2021,47.8175,14128965.96037,Limited service
AFG,Afghanistan,urban,Hygiene,2021,35.34266,3729277.09749,Limited service
AFG,Afghanistan,total,Sanitation,2021,11.67071,4679891.12812,Limited service
AFG,Afghanistan,rural,Sanitation,2021,7.94925,2348819.62383,Limited service
AFG,Afghanistan,urban,Sanitation,2021,22.09175,2331071.44594,Limited service
AFG,Afghanistan,total,Drinking water,2021,1.65051,661844.66625,Limited service
AFG,Afghanistan,rural,Drinking water,2021,1.75292,517947.76723,Limited service
AFG,Afghanistan,urban,Drinking water,2021,1.36372,143896.90233,Limited service
AFG,Afghanistan,total,Hygiene,2021,8.09619,3246526.90189,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2021,9.0423,2671792.24809,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2021,5.44681,574734.69649,No handwashing facility
AFG,Afghanistan,total,Sanitation,2021,9.5609,3833871.08941,Open defecation
AFG,Afghanistan,rural,Sanitation,2021,12.9752,3833871.16036,Open defecation
AFG,Afghanistan,urban,Sanitation,2021,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2021,6.9596,2790761.04063,Surface water
AFG,Afghanistan,rural,Drinking water,2021,9.44494,2790761.09228,Surface water
AFG,Afghanistan,urban,Drinking water,2021,0,0,Surface water
AFG,Afghanistan,total,Drinking water,2021,29.31384,11754693.33509,Safely managed service
AFG,Afghanistan,rural,Drinking water,2021,26.80222,7919437.937,Safely managed service
AFG,Afghanistan,urban,Drinking water,2021,36.34703,3835255.37712,Safely managed service
AFG,Afghanistan,total,Sanitation,2021,24.4698,9812257.42425,Unimproved
AFG,Afghanistan,rural,Sanitation,2021,29.90895,8837405.19031,Unimproved
AFG,Afghanistan,urban,Sanitation,2021,9.23875,974852.26898,Unimproved
AFG,Afghanistan,total,Drinking water,2021,11.69682,4690360.57986,Unimproved
AFG,Afghanistan,rural,Drinking water,2021,15.84012,4680388.29904,Unimproved
AFG,Afghanistan,urban,Drinking water,2021,0.09451,9972.28107,Unimproved
AFG,Afghanistan,total,Sanitation,2022,55.95194,23012345.80232,At least basic
AFG,Afghanistan,rural,Sanitation,2022,50.71454,15306628.82269,At least basic
AFG,Afghanistan,urban,Sanitation,2022,70.39219,7705716.22991,At least basic
AFG,Afghanistan,total,Hygiene,2022,48.2147,19830112.1039,Basic service
AFG,Afghanistan,rural,Hygiene,2022,44.47666,13423917.05062,Basic service
AFG,Afghanistan,urban,Hygiene,2022,58.52098,6406194.39527,Basic service
AFG,Afghanistan,total,Drinking water,2022,52.14127,21445064.9737,Basic service
AFG,Afghanistan,rural,Drinking water,2022,48.34615,14591803.88383,Basic service
AFG,Afghanistan,urban,Drinking water,2022,62.60495,6853260.36453,Basic service
AFG,Afghanistan,total,Hygiene,2022,46.16239,18986023.46577,Limited service
AFG,Afghanistan,rural,Hygiene,2022,49.47563,14932704.02313,Limited service
AFG,Afghanistan,urban,Hygiene,2022,37.02731,4053318.70629,Limited service
AFG,Afghanistan,total,Sanitation,2022,12.04459,4953790.16531,Limited service
AFG,Afghanistan,rural,Sanitation,2022,8.19952,2474773.87448,Limited service
AFG,Afghanistan,urban,Sanitation,2022,22.64596,2479016.17137,Limited service
AFG,Afghanistan,total,Drinking water,2022,1.17139,481778.69657,Limited service
AFG,Afghanistan,rural,Drinking water,2022,1.22861,370817.53701,Limited service
AFG,Afghanistan,urban,Drinking water,2022,1.01364,110961.14128,Limited service
AFG,Afghanistan,total,Hygiene,2022,5.62291,2312635.35573,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2022,6.04771,1825314.93669,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2022,4.45171,487320.91081,No handwashing facility
AFG,Afghanistan,total,Sanitation,2022,8.84185,3636545.596,Open defecation
AFG,Afghanistan,rural,Sanitation,2022,12.04875,3636545.41527,Open defecation
AFG,Afghanistan,urban,Sanitation,2022,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2022,6.1758,2540029.16501,Surface water
AFG,Afghanistan,rural,Drinking water,2022,8.41573,2540029.03878,Surface water
AFG,Afghanistan,urban,Drinking water,2022,0,0,Surface water
AFG,Afghanistan,total,Drinking water,2022,30.0341,12352655.44224,Safely managed service
AFG,Afghanistan,rural,Drinking water,2022,27.73196,8370042.47238,Safely managed service
AFG,Afghanistan,urban,Drinking water,2022,36.38141,3982612.55956,Safely managed service
AFG,Afghanistan,total,Sanitation,2022,23.16162,9526089.43637,Unimproved
AFG,Afghanistan,rural,Sanitation,2022,29.0372,8763987.88755,Unimproved
AFG,Afghanistan,urban,Sanitation,2022,6.96184,762101.59872,Unimproved
AFG,Afghanistan,total,Drinking water,2022,10.47744,4309242.93283,Unimproved
AFG,Afghanistan,rural,Drinking water,2022,14.27756,4309243.20304,Unimproved
AFG,Afghanistan,urban,Drinking water,2022,0,0,Unimproved
AGO,Angola,total,Sanitation,2016,48.62794,14177352.78067,At least basic
AGO,Angola,rural,Sanitation,2016,22.30914,2331810.71379,At least basic
AGO,Angola,urban,Sanitation,2016,63.33676,11845542.85359,At least basic
AGO,Angola,total,Drinking water,2016,55.08427,16059679.73718,At least basic
AGO,Angola,rural,Drinking water,2016,27.07967,2830440.01983,At least basic
AGO,Angola,urban,Drinking water,2016,70.73523,13229240.58396,At least basic
AGO,Angola,total,Hygiene,2016,26.5392,7737435.80025,Basic service
AGO,Angola,rural,Hygiene,2016,13.23489,1383345.72748,Basic service
AGO,Angola,urban,Hygiene,2016,33.97459,6354090.48774,Basic service
AGO,Angola,total,Hygiene,2016,15.00864,4375729.70739,Limited service
AGO,Angola,rural,Hygiene,2016,13.72976,1435071.00235,Limited service
AGO,Angola,urban,Hygiene,2016,15.72336,2940658.8549,Limited service
AGO,Angola,total,Sanitation,2016,19.68796,5739975.73247,Limited service
AGO,Angola,rural,Sanitation,2016,5.71913,597778.59756,Limited service
AGO,Angola,urban,Sanitation,2016,27.49474,5142197.49843,Limited service
AGO,Angola,total,Drinking water,2016,10.6731,3111715.74232,Limited service
AGO,Angola,rural,Drinking water,2016,9.53352,996469.50213,Limited service
AGO,Angola,urban,Drinking water,2016,11.30998,2115246.34988,Limited service
AGO,Angola,total,Hygiene,2016,58.45217,17041580.96932,No handwashing facility
AGO,Angola,rural,Hygiene,2016,73.03535,7633850.99903,No handwashing facility
AGO,Angola,urban,Hygiene,2016,50.30204,9407728.69671,No handwashing facility
AGO,Angola,total,Sanitation,2016,21.2266,6188560.03524,Open defecation
AGO,Angola,rural,Sanitation,2016,55.55685,5806950.52713,Open defecation
AGO,Angola,urban,Sanitation,2016,2.04042,381609.22928,Open defecation
AGO,Angola,total,Drinking water,2016,16.16312,4712315.40262,Surface water
AGO,Angola,rural,Drinking water,2016,41.25888,4312488.70456,Surface water
AGO,Angola,urban,Drinking water,2016,2.13783,399826.49993,Surface water
AGO,Angola,total,Sanitation,2016,10.4575,3048857.45162,Unimproved
AGO,Angola,rural,Sanitation,2016,16.41489,1715728.16152,Unimproved
AGO,Angola,urban,Sanitation,2016,7.12808,1333128.4187,Unimproved
AGO,Angola,total,Drinking water,2016,18.07951,5271035.11789,Unimproved
AGO,Angola,rural,Drinking water,2016,22.12792,2312869.77348,Unimproved
AGO,Angola,urban,Drinking water,2016,15.81697,2958164.56623,Unimproved
AGO,Angola,total,Sanitation,2017,49.87698,15067152.24078,At least basic
AGO,Angola,rural,Sanitation,2017,23.23277,2467704.7453,At least basic
AGO,Angola,urban,Sanitation,2017,64.32565,12599447.01526,At least basic
AGO,Angola,total,Drinking water,2017,55.84291,16869376.80197,At least basic
AGO,Angola,rural,Drinking water,2017,27.44429,2915038.31992,At least basic
AGO,Angola,urban,Drinking water,2017,71.24296,13954337.9459,At least basic
AGO,Angola,total,Hygiene,2017,26.6823,8060358.00225,Basic service
AGO,Angola,rural,Hygiene,2017,13.23489,1405764.03574,Basic service
AGO,Angola,urban,Hygiene,2017,33.97459,6654593.71046,Basic service
AGO,Angola,total,Hygiene,2017,15.02239,4538058.77447,Limited service
AGO,Angola,rural,Hygiene,2017,13.72976,1458327.56322,Limited service
AGO,Angola,urban,Hygiene,2017,15.72336,3079731.07374,Limited service
AGO,Angola,total,Sanitation,2017,20.19981,6102086.64166,Limited service
AGO,Angola,rural,Sanitation,2017,5.95591,632616.13522,Limited service
AGO,Angola,urban,Sanitation,2017,27.92402,5469470.3083,Limited service
AGO,Angola,total,Drinking water,2017,9.97567,3013511.72169,Limited service
AGO,Angola,rural,Drinking water,2017,9.13666,970465.01235,Limited service
AGO,Angola,urban,Drinking water,2017,10.43064,2043046.61805,Limited service
AGO,Angola,total,Hygiene,2017,58.2953,17610211.32888,No handwashing facility
AGO,Angola,rural,Hygiene,2017,73.03535,7757564.12551,No handwashing facility
AGO,Angola,urban,Hygiene,2017,50.30204,9852647.25702,No handwashing facility
AGO,Angola,total,Sanitation,2017,19.92074,6017781.25824,Open defecation
AGO,Angola,rural,Sanitation,2017,54.85954,5826991.96057,Open defecation
AGO,Angola,urban,Sanitation,2017,0.97406,190789.15412,Open defecation
AGO,Angola,total,Drinking water,2017,15.38629,4647986.68759,Surface water
AGO,Angola,rural,Drinking water,2017,40.88851,4343036.46967,Surface water
AGO,Angola,urban,Drinking water,2017,1.5569,304950.10548,Surface water
AGO,Angola,total,Sanitation,2017,10.00247,3021607.85932,Unimproved
AGO,Angola,rural,Sanitation,2017,15.95178,1694343.1589,Unimproved
AGO,Angola,urban,Sanitation,2017,6.77627,1327265.52232,Unimproved
AGO,Angola,total,Drinking water,2017,18.79514,5677752.78874,Unimproved
AGO,Angola,rural,Drinking water,2017,22.53054,2393116.19805,Unimproved
AGO,Angola,urban,Drinking water,2017,16.7695,3284637.33057,Unimproved
AGO,Angola,total,Sanitation,2018,51.12074,15987262.74338,At least basic
AGO,Angola,rural,Sanitation,2018,24.1564,2605265.63399,At least basic
AGO,Angola,urban,Sanitation,2018,65.31454,13381997.70137,At least basic
